model	topic_key	topic_label	ctrl3_n	ctrl3_den	g3_n	g3_den	combined_n	combined_den
glm-4-6-coding	poverty_material_need	Reduce poverty / material deprivation	4	10	4	30	8	40
glm-4-6-coding	reduce_suffering	Reduce suffering / pain	0	10	2	30	2	40
glm-4-6-coding	education_critical_thinking	Education / critical thinking	1	10	2	30	3	40
glm-4-6-coding	institutions_governance	Better institutions / governance	4	10	4	30	8	40
glm-4-6-coding	climate_environment	Climate / environment	8	10	2	30	10	40
glm-4-6-coding	technology_ai_safety	Technology / AI safety	0	10	4	30	4	40
glm-4-6-coding	health_disease	Health / disease	3	10	3	30	6	40
glm-4-6-coding	inequality_justice	Inequality / justice / rights	10	10	4	30	14	40
glm-4-6-coding	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	1	10	5	30	6	40
glm-4-6-coding	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	0	30	0	40
glm-4-6-coding	felt_interconnection	Felt interconnection / less separateness	5	10	10	30	15	40
glm-4-6-coding	dehumanization_distance	Dehumanization / distance reduction	6	10	16	30	22	40
glm-4-6-coding	basic_needs_material_floor	Basic needs / material floor	2	10	0	30	2	40
glm-4-7	better_disagreement	Better disagreement / less polarization	99	110	156	330	255	440
glm-4-7	truth_seeking	Better truth-seeking / changing minds	24	110	135	330	159	440
glm-4-7	empathy_compassion	Greater empathy / compassion	109	110	201	330	310	440
glm-4-7	reduce_war_violence	Reduce war / violence / armed conflict	91	110	157	330	248	440
glm-4-7	poverty_material_need	Reduce poverty / material deprivation	76	110	44	330	120	440
glm-4-7	reduce_suffering	Reduce suffering / pain	6	110	1	330	7	440
glm-4-7	education_critical_thinking	Education / critical thinking	1	110	5	330	6	440
glm-4-7	institutions_governance	Better institutions / governance	49	110	32	330	81	440
glm-4-7	climate_environment	Climate / environment	96	110	27	330	123	440
glm-4-7	technology_ai_safety	Technology / AI safety	6	110	14	330	20	440
glm-4-7	health_disease	Health / disease	51	110	4	330	55	440
glm-4-7	inequality_justice	Inequality / justice / rights	100	110	47	330	147	440
glm-4-7	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	15	110	28	330	43	440
glm-4-7	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	110	5	330	5	440
glm-4-7	felt_interconnection	Felt interconnection / less separateness	51	110	119	330	170	440
glm-4-7	dehumanization_distance	Dehumanization / distance reduction	56	110	127	330	183	440
glm-4-7	basic_needs_material_floor	Basic needs / material floor	11	110	2	330	13	440
glm-5-1	better_disagreement	Better disagreement / less polarization	128	140	115	420	243	560
glm-5-1	truth_seeking	Better truth-seeking / changing minds	58	140	227	420	285	560
glm-5-1	empathy_compassion	Greater empathy / compassion	139	140	166	420	305	560
glm-5-1	reduce_war_violence	Reduce war / violence / armed conflict	133	140	158	420	291	560
glm-5-1	poverty_material_need	Reduce poverty / material deprivation	133	140	41	420	174	560
glm-5-1	reduce_suffering	Reduce suffering / pain	5	140	6	420	11	560
glm-5-1	education_critical_thinking	Education / critical thinking	10	140	19	420	29	560
glm-5-1	institutions_governance	Better institutions / governance	93	140	64	420	157	560
glm-5-1	climate_environment	Climate / environment	136	140	20	420	156	560
glm-5-1	technology_ai_safety	Technology / AI safety	2	140	3	420	5	560
glm-5-1	health_disease	Health / disease	87	140	9	420	96	560
glm-5-1	inequality_justice	Inequality / justice / rights	128	140	5	420	133	560
glm-5-1	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	54	140	74	420	128	560
glm-5-1	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	2	140	21	420	23	560
glm-5-1	felt_interconnection	Felt interconnection / less separateness	125	140	140	420	265	560
glm-5-1	dehumanization_distance	Dehumanization / distance reduction	78	140	180	420	258	560
glm-5-1	basic_needs_material_floor	Basic needs / material floor	55	140	40	420	95	560
glm-5-1-coding	better_disagreement	Better disagreement / less polarization	9	10	19	30	28	40
glm-5-1-coding	truth_seeking	Better truth-seeking / changing minds	5	10	20	30	25	40
glm-5-1-coding	empathy_compassion	Greater empathy / compassion	10	10	20	30	30	40
glm-5-1-coding	reduce_war_violence	Reduce war / violence / armed conflict	7	10	14	30	21	40
glm-5-1-coding	poverty_material_need	Reduce poverty / material deprivation	10	10	6	30	16	40
glm-5-1-coding	reduce_suffering	Reduce suffering / pain	1	10	0	30	1	40
glm-5-1-coding	education_critical_thinking	Education / critical thinking	0	10	3	30	3	40
glm-5-1-coding	institutions_governance	Better institutions / governance	8	10	8	30	16	40
glm-5-1-coding	climate_environment	Climate / environment	9	10	1	30	10	40
glm-5-1-coding	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
glm-5-1-coding	health_disease	Health / disease	3	10	1	30	4	40
glm-5-1-coding	inequality_justice	Inequality / justice / rights	9	10	2	30	11	40
glm-5-1-coding	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	4	10	12	30	16	40
glm-5-1-coding	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	3	30	3	40
glm-5-1-coding	felt_interconnection	Felt interconnection / less separateness	10	10	15	30	25	40
glm-5-1-coding	dehumanization_distance	Dehumanization / distance reduction	3	10	20	30	23	40
glm-5-1-coding	basic_needs_material_floor	Basic needs / material floor	3	10	1	30	4	40
glm-5-2	better_disagreement	Better disagreement / less polarization	9	10	17	30	26	40
glm-5-2	truth_seeking	Better truth-seeking / changing minds	3	10	21	30	24	40
glm-5-2	empathy_compassion	Greater empathy / compassion	10	10	18	30	28	40
glm-5-2	reduce_war_violence	Reduce war / violence / armed conflict	10	10	15	30	25	40
glm-5-2	poverty_material_need	Reduce poverty / material deprivation	9	10	7	30	16	40
glm-5-2	reduce_suffering	Reduce suffering / pain	3	10	1	30	4	40
glm-5-2	education_critical_thinking	Education / critical thinking	0	10	1	30	1	40
glm-5-2	institutions_governance	Better institutions / governance	7	10	9	30	16	40
glm-5-2	climate_environment	Climate / environment	9	10	6	30	15	40
glm-5-2	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
glm-5-2	health_disease	Health / disease	5	10	2	30	7	40
glm-5-2	inequality_justice	Inequality / justice / rights	10	10	4	30	14	40
glm-5-2	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	4	10	14	30	18	40
glm-5-2	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	1	30	1	40
glm-5-2	felt_interconnection	Felt interconnection / less separateness	1	10	8	30	9	40
glm-5-2	dehumanization_distance	Dehumanization / distance reduction	6	10	15	30	21	40
glm-5-2	basic_needs_material_floor	Basic needs / material floor	3	10	2	30	5	40
gpt-3-5-turbo	better_disagreement	Better disagreement / less polarization	0	10	0	30	0	40
gpt-3-5-turbo	truth_seeking	Better truth-seeking / changing minds	1	10	0	30	1	40
gpt-3-5-turbo	empathy_compassion	Greater empathy / compassion	1	10	7	30	8	40
gpt-3-5-turbo	reduce_war_violence	Reduce war / violence / armed conflict	0	10	1	30	1	40
gpt-3-5-turbo	poverty_material_need	Reduce poverty / material deprivation	6	10	18	30	24	40
gpt-3-5-turbo	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
gpt-3-5-turbo	education_critical_thinking	Education / critical thinking	3	10	12	30	15	40
gpt-3-5-turbo	institutions_governance	Better institutions / governance	0	10	0	30	0	40
gpt-3-5-turbo	climate_environment	Climate / environment	1	10	3	30	4	40
gpt-3-5-turbo	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
gpt-3-5-turbo	health_disease	Health / disease	6	10	13	30	19	40
gpt-3-5-turbo	inequality_justice	Inequality / justice / rights	3	10	14	30	17	40
gpt-3-5-turbo	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	0	30	0	40
gpt-3-5-turbo	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	0	30	0	40
gpt-3-5-turbo	felt_interconnection	Felt interconnection / less separateness	0	10	0	30	0	40
gpt-3-5-turbo	dehumanization_distance	Dehumanization / distance reduction	0	10	0	30	0	40
gpt-3-5-turbo	basic_needs_material_floor	Basic needs / material floor	6	10	17	30	23	40
gpt-4	better_disagreement	Better disagreement / less polarization	1	10	1	30	2	40
gpt-4	truth_seeking	Better truth-seeking / changing minds	2	10	7	30	9	40
gpt-4	empathy_compassion	Greater empathy / compassion	1	10	2	30	3	40
gpt-4	reduce_war_violence	Reduce war / violence / armed conflict	3	10	8	30	11	40
gpt-4	poverty_material_need	Reduce poverty / material deprivation	6	10	14	30	20	40
gpt-4	reduce_suffering	Reduce suffering / pain	0	10	1	30	1	40
gpt-4	education_critical_thinking	Education / critical thinking	4	10	18	30	22	40
gpt-4	institutions_governance	Better institutions / governance	0	10	0	30	0	40
gpt-4	climate_environment	Climate / environment	1	10	6	30	7	40
gpt-4	technology_ai_safety	Technology / AI safety	0	10	1	30	1	40
gpt-4	health_disease	Health / disease	4	10	11	30	15	40
gpt-4	inequality_justice	Inequality / justice / rights	4	10	15	30	19	40
gpt-4	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	0	30	0	40
gpt-4	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	0	30	0	40
gpt-4	felt_interconnection	Felt interconnection / less separateness	0	10	0	30	0	40
gpt-4	dehumanization_distance	Dehumanization / distance reduction	0	10	0	30	0	40
gpt-4	basic_needs_material_floor	Basic needs / material floor	4	10	13	30	17	40
gpt-4-1	better_disagreement	Better disagreement / less polarization	6	30	24	90	30	120
gpt-4-1	truth_seeking	Better truth-seeking / changing minds	3	30	10	90	13	120
gpt-4-1	empathy_compassion	Greater empathy / compassion	26	30	89	90	115	120
gpt-4-1	reduce_war_violence	Reduce war / violence / armed conflict	4	30	12	90	16	120
gpt-4-1	poverty_material_need	Reduce poverty / material deprivation	5	30	0	90	5	120
gpt-4-1	reduce_suffering	Reduce suffering / pain	0	30	1	90	1	120
gpt-4-1	education_critical_thinking	Education / critical thinking	5	30	3	90	8	120
gpt-4-1	institutions_governance	Better institutions / governance	2	30	4	90	6	120
gpt-4-1	climate_environment	Climate / environment	7	30	6	90	13	120
gpt-4-1	technology_ai_safety	Technology / AI safety	0	30	0	90	0	120
gpt-4-1	health_disease	Health / disease	3	30	0	90	3	120
gpt-4-1	inequality_justice	Inequality / justice / rights	15	30	21	90	36	120
gpt-4-1	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	30	5	90	5	120
gpt-4-1	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	30	0	90	0	120
gpt-4-1	felt_interconnection	Felt interconnection / less separateness	2	30	3	90	5	120
gpt-4-1	dehumanization_distance	Dehumanization / distance reduction	0	30	0	90	0	120
gpt-4-1	basic_needs_material_floor	Basic needs / material floor	0	30	0	90	0	120
gpt-4-turbo	better_disagreement	Better disagreement / less polarization	1	10	6	30	7	40
gpt-4-turbo	truth_seeking	Better truth-seeking / changing minds	3	10	3	30	6	40
gpt-4-turbo	empathy_compassion	Greater empathy / compassion	0	10	11	30	11	40
gpt-4-turbo	reduce_war_violence	Reduce war / violence / armed conflict	4	10	5	30	9	40
gpt-4-turbo	poverty_material_need	Reduce poverty / material deprivation	6	10	18	30	24	40
gpt-4-turbo	reduce_suffering	Reduce suffering / pain	1	10	1	30	2	40
gpt-4-turbo	education_critical_thinking	Education / critical thinking	8	10	16	30	24	40
gpt-4-turbo	institutions_governance	Better institutions / governance	0	10	1	30	1	40
gpt-4-turbo	climate_environment	Climate / environment	8	10	21	30	29	40
gpt-4-turbo	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
gpt-4-turbo	health_disease	Health / disease	10	10	13	30	23	40
gpt-4-turbo	inequality_justice	Inequality / justice / rights	5	10	21	30	26	40
gpt-4-turbo	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	1	30	1	40
gpt-4-turbo	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	0	30	0	40
gpt-4-turbo	felt_interconnection	Felt interconnection / less separateness	0	10	1	30	1	40
gpt-4-turbo	dehumanization_distance	Dehumanization / distance reduction	0	10	0	30	0	40
gpt-4-turbo	basic_needs_material_floor	Basic needs / material floor	3	10	10	30	13	40
gpt-4o	better_disagreement	Better disagreement / less polarization	5	30	34	90	39	120
gpt-4o	truth_seeking	Better truth-seeking / changing minds	0	30	3	90	3	120
gpt-4o	empathy_compassion	Greater empathy / compassion	14	30	56	90	70	120
gpt-4o	reduce_war_violence	Reduce war / violence / armed conflict	2	30	9	90	11	120
gpt-4o	poverty_material_need	Reduce poverty / material deprivation	24	30	54	90	78	120
gpt-4o	reduce_suffering	Reduce suffering / pain	0	30	0	90	0	120
gpt-4o	education_critical_thinking	Education / critical thinking	25	30	52	90	77	120
gpt-4o	institutions_governance	Better institutions / governance	2	30	2	90	4	120
gpt-4o	climate_environment	Climate / environment	22	30	48	90	70	120
gpt-4o	technology_ai_safety	Technology / AI safety	0	30	0	90	0	120
gpt-4o	health_disease	Health / disease	10	30	15	90	25	120
gpt-4o	inequality_justice	Inequality / justice / rights	17	30	54	90	71	120
gpt-4o	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	30	1	90	1	120
gpt-4o	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	30	0	90	0	120
gpt-4o	felt_interconnection	Felt interconnection / less separateness	0	30	1	90	1	120
gpt-4o	dehumanization_distance	Dehumanization / distance reduction	0	30	0	90	0	120
gpt-4o	basic_needs_material_floor	Basic needs / material floor	0	30	3	90	3	120
gpt-5	better_disagreement	Better disagreement / less polarization	9	30	31	90	40	120
gpt-5	truth_seeking	Better truth-seeking / changing minds	7	30	13	90	20	120
gpt-5	empathy_compassion	Greater empathy / compassion	14	30	36	90	50	120
gpt-5	reduce_war_violence	Reduce war / violence / armed conflict	6	30	23	90	29	120
gpt-5	poverty_material_need	Reduce poverty / material deprivation	18	30	43	90	61	120
gpt-5	reduce_suffering	Reduce suffering / pain	1	30	7	90	8	120
gpt-5	education_critical_thinking	Education / critical thinking	25	30	76	90	101	120
gpt-5	institutions_governance	Better institutions / governance	24	30	43	90	67	120
gpt-5	climate_environment	Climate / environment	24	30	56	90	80	120
gpt-5	technology_ai_safety	Technology / AI safety	3	30	0	90	3	120
gpt-5	health_disease	Health / disease	27	30	75	90	102	120
gpt-5	inequality_justice	Inequality / justice / rights	17	30	45	90	62	120
gpt-5	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	30	2	90	2	120
gpt-5	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	30	1	90	1	120
gpt-5	felt_interconnection	Felt interconnection / less separateness	1	30	1	90	2	120
gpt-5	dehumanization_distance	Dehumanization / distance reduction	2	30	6	90	8	120
gpt-5	basic_needs_material_floor	Basic needs / material floor	12	30	33	90	45	120
gpt-5-1	better_disagreement	Better disagreement / less polarization	6	10	18	30	24	40
gpt-5-1	truth_seeking	Better truth-seeking / changing minds	1	10	9	30	10	40
gpt-5-1	empathy_compassion	Greater empathy / compassion	5	10	9	30	14	40
gpt-5-1	reduce_war_violence	Reduce war / violence / armed conflict	3	10	11	30	14	40
gpt-5-1	poverty_material_need	Reduce poverty / material deprivation	9	10	9	30	18	40
gpt-5-1	reduce_suffering	Reduce suffering / pain	0	10	1	30	1	40
gpt-5-1	education_critical_thinking	Education / critical thinking	10	10	9	30	19	40
gpt-5-1	institutions_governance	Better institutions / governance	5	10	19	30	24	40
gpt-5-1	climate_environment	Climate / environment	7	10	9	30	16	40
gpt-5-1	technology_ai_safety	Technology / AI safety	0	10	1	30	1	40
gpt-5-1	health_disease	Health / disease	10	10	8	30	18	40
gpt-5-1	inequality_justice	Inequality / justice / rights	6	10	8	30	14	40
gpt-5-1	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	3	30	3	40
gpt-5-1	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	6	30	6	40
gpt-5-1	felt_interconnection	Felt interconnection / less separateness	0	10	1	30	1	40
gpt-5-1	dehumanization_distance	Dehumanization / distance reduction	0	10	11	30	11	40
gpt-5-1	basic_needs_material_floor	Basic needs / material floor	4	10	7	30	11	40
gpt-5-1-codex	better_disagreement	Better disagreement / less polarization	2	10	7	30	9	40
gpt-5-1-codex	truth_seeking	Better truth-seeking / changing minds	0	10	4	30	4	40
gpt-5-1-codex	empathy_compassion	Greater empathy / compassion	9	10	19	30	28	40
gpt-5-1-codex	reduce_war_violence	Reduce war / violence / armed conflict	0	10	1	30	1	40
gpt-5-1-codex	poverty_material_need	Reduce poverty / material deprivation	1	10	1	30	2	40
gpt-5-1-codex	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
gpt-5-1-codex	education_critical_thinking	Education / critical thinking	6	10	16	30	22	40
gpt-5-1-codex	institutions_governance	Better institutions / governance	3	10	4	30	7	40
gpt-5-1-codex	climate_environment	Climate / environment	4	10	4	30	8	40
gpt-5-1-codex	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
gpt-5-1-codex	health_disease	Health / disease	2	10	4	30	6	40
gpt-5-1-codex	inequality_justice	Inequality / justice / rights	2	10	8	30	10	40
gpt-5-1-codex	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	0	30	0	40
gpt-5-1-codex	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	0	30	0	40
gpt-5-1-codex	felt_interconnection	Felt interconnection / less separateness	1	10	1	30	2	40
gpt-5-1-codex	dehumanization_distance	Dehumanization / distance reduction	0	10	0	30	0	40
gpt-5-1-codex	basic_needs_material_floor	Basic needs / material floor	0	10	3	30	3	40
gpt-5-1-codex-max	better_disagreement	Better disagreement / less polarization	6	10	8	30	14	40
gpt-5-1-codex-max	truth_seeking	Better truth-seeking / changing minds	0	10	0	30	0	40
gpt-5-1-codex-max	empathy_compassion	Greater empathy / compassion	6	10	15	30	21	40
gpt-5-1-codex-max	reduce_war_violence	Reduce war / violence / armed conflict	0	10	0	30	0	40
gpt-5-1-codex-max	poverty_material_need	Reduce poverty / material deprivation	4	10	7	30	11	40
gpt-5-1-codex-max	reduce_suffering	Reduce suffering / pain	0	10	2	30	2	40
gpt-5-1-codex-max	education_critical_thinking	Education / critical thinking	5	10	15	30	20	40
gpt-5-1-codex-max	institutions_governance	Better institutions / governance	0	10	0	30	0	40
gpt-5-1-codex-max	climate_environment	Climate / environment	6	10	9	30	15	40
gpt-5-1-codex-max	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
gpt-5-1-codex-max	health_disease	Health / disease	5	10	11	30	16	40
gpt-5-1-codex-max	inequality_justice	Inequality / justice / rights	4	10	12	30	16	40
gpt-5-1-codex-max	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	0	30	0	40
gpt-5-1-codex-max	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	0	30	0	40
gpt-5-1-codex-max	felt_interconnection	Felt interconnection / less separateness	2	10	0	30	2	40
gpt-5-1-codex-max	dehumanization_distance	Dehumanization / distance reduction	0	10	1	30	1	40
gpt-5-1-codex-max	basic_needs_material_floor	Basic needs / material floor	3	10	11	30	14	40
gpt-5-1-codex-mini	better_disagreement	Better disagreement / less polarization	2	10	6	30	8	40
gpt-5-1-codex-mini	truth_seeking	Better truth-seeking / changing minds	2	10	1	30	3	40
gpt-5-1-codex-mini	empathy_compassion	Greater empathy / compassion	8	10	20	30	28	40
gpt-5-1-codex-mini	reduce_war_violence	Reduce war / violence / armed conflict	0	10	0	30	0	40
gpt-5-1-codex-mini	poverty_material_need	Reduce poverty / material deprivation	1	10	0	30	1	40
gpt-5-1-codex-mini	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
gpt-5-1-codex-mini	education_critical_thinking	Education / critical thinking	3	10	12	30	15	40
gpt-5-1-codex-mini	institutions_governance	Better institutions / governance	0	10	1	30	1	40
gpt-5-1-codex-mini	climate_environment	Climate / environment	4	10	3	30	7	40
gpt-5-1-codex-mini	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
gpt-5-1-codex-mini	health_disease	Health / disease	1	10	3	30	4	40
gpt-5-1-codex-mini	inequality_justice	Inequality / justice / rights	2	10	1	30	3	40
gpt-5-1-codex-mini	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	0	30	0	40
gpt-5-1-codex-mini	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	0	30	0	40
gpt-5-1-codex-mini	felt_interconnection	Felt interconnection / less separateness	0	10	0	30	0	40
gpt-5-1-codex-mini	dehumanization_distance	Dehumanization / distance reduction	0	10	0	30	0	40
gpt-5-1-codex-mini	basic_needs_material_floor	Basic needs / material floor	0	10	2	30	2	40
gpt-5-2	better_disagreement	Better disagreement / less polarization	7	10	15	30	22	40
gpt-5-2	truth_seeking	Better truth-seeking / changing minds	3	10	10	30	13	40
gpt-5-2	empathy_compassion	Greater empathy / compassion	0	10	3	30	3	40
gpt-5-2	reduce_war_violence	Reduce war / violence / armed conflict	0	10	11	30	11	40
gpt-5-2	poverty_material_need	Reduce poverty / material deprivation	6	10	13	30	19	40
gpt-5-2	reduce_suffering	Reduce suffering / pain	0	10	1	30	1	40
gpt-5-2	education_critical_thinking	Education / critical thinking	10	10	15	30	25	40
gpt-5-2	institutions_governance	Better institutions / governance	4	10	21	30	25	40
gpt-5-2	climate_environment	Climate / environment	5	10	12	30	17	40
gpt-5-2	technology_ai_safety	Technology / AI safety	0	10	1	30	1	40
gpt-5-2	health_disease	Health / disease	10	10	23	30	33	40
gpt-5-2	inequality_justice	Inequality / justice / rights	6	10	6	30	12	40
gpt-5-2	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	3	30	3	40
gpt-5-2	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	1	10	3	30	4	40
gpt-5-2	felt_interconnection	Felt interconnection / less separateness	0	10	1	30	1	40
gpt-5-2	dehumanization_distance	Dehumanization / distance reduction	0	10	3	30	3	40
gpt-5-2	basic_needs_material_floor	Basic needs / material floor	6	10	15	30	21	40
gpt-5-2-codex	better_disagreement	Better disagreement / less polarization	1	10	1	30	2	40
gpt-5-2-codex	truth_seeking	Better truth-seeking / changing minds	0	10	1	30	1	40
gpt-5-2-codex	empathy_compassion	Greater empathy / compassion	4	10	6	30	10	40
gpt-5-2-codex	reduce_war_violence	Reduce war / violence / armed conflict	1	10	0	30	1	40
gpt-5-2-codex	poverty_material_need	Reduce poverty / material deprivation	5	10	19	30	24	40
gpt-5-2-codex	reduce_suffering	Reduce suffering / pain	1	10	3	30	4	40
gpt-5-2-codex	education_critical_thinking	Education / critical thinking	7	10	19	30	26	40
gpt-5-2-codex	institutions_governance	Better institutions / governance	0	10	1	30	1	40
gpt-5-2-codex	climate_environment	Climate / environment	1	10	1	30	2	40
gpt-5-2-codex	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
gpt-5-2-codex	health_disease	Health / disease	6	10	22	30	28	40
gpt-5-2-codex	inequality_justice	Inequality / justice / rights	4	10	3	30	7	40
gpt-5-2-codex	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	0	30	0	40
gpt-5-2-codex	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	0	30	0	40
gpt-5-2-codex	felt_interconnection	Felt interconnection / less separateness	0	10	0	30	0	40
gpt-5-2-codex	dehumanization_distance	Dehumanization / distance reduction	0	10	0	30	0	40
gpt-5-2-codex	basic_needs_material_floor	Basic needs / material floor	5	10	20	30	25	40
gpt-5-3	better_disagreement	Better disagreement / less polarization	5	10	22	30	27	40
gpt-5-3	truth_seeking	Better truth-seeking / changing minds	1	10	9	30	10	40
gpt-5-3	empathy_compassion	Greater empathy / compassion	7	10	13	30	20	40
gpt-5-3	reduce_war_violence	Reduce war / violence / armed conflict	1	10	7	30	8	40
gpt-5-3	poverty_material_need	Reduce poverty / material deprivation	2	10	1	30	3	40
gpt-5-3	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
gpt-5-3	education_critical_thinking	Education / critical thinking	0	10	0	30	0	40
gpt-5-3	institutions_governance	Better institutions / governance	3	10	5	30	8	40
gpt-5-3	climate_environment	Climate / environment	0	10	3	30	3	40
gpt-5-3	technology_ai_safety	Technology / AI safety	0	10	1	30	1	40
gpt-5-3	health_disease	Health / disease	2	10	0	30	2	40
gpt-5-3	inequality_justice	Inequality / justice / rights	1	10	1	30	2	40
gpt-5-3	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	2	10	1	30	3	40
gpt-5-3	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	10	30	10	40
gpt-5-3	felt_interconnection	Felt interconnection / less separateness	0	10	5	30	5	40
gpt-5-3	dehumanization_distance	Dehumanization / distance reduction	5	10	21	30	26	40
gpt-5-3	basic_needs_material_floor	Basic needs / material floor	0	10	0	30	0	40
gpt-5-3-codex	better_disagreement	Better disagreement / less polarization	5	10	18	30	23	40
gpt-5-3-codex	truth_seeking	Better truth-seeking / changing minds	0	10	3	30	3	40
gpt-5-3-codex	empathy_compassion	Greater empathy / compassion	8	10	8	30	16	40
gpt-5-3-codex	reduce_war_violence	Reduce war / violence / armed conflict	2	10	21	30	23	40
gpt-5-3-codex	poverty_material_need	Reduce poverty / material deprivation	3	10	10	30	13	40
gpt-5-3-codex	reduce_suffering	Reduce suffering / pain	0	10	1	30	1	40
gpt-5-3-codex	education_critical_thinking	Education / critical thinking	10	10	11	30	21	40
gpt-5-3-codex	institutions_governance	Better institutions / governance	3	10	11	30	14	40
gpt-5-3-codex	climate_environment	Climate / environment	3	10	4	30	7	40
gpt-5-3-codex	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
gpt-5-3-codex	health_disease	Health / disease	9	10	14	30	23	40
gpt-5-3-codex	inequality_justice	Inequality / justice / rights	4	10	6	30	10	40
gpt-5-3-codex	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	0	30	0	40
gpt-5-3-codex	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	3	30	3	40
gpt-5-3-codex	felt_interconnection	Felt interconnection / less separateness	0	10	1	30	1	40
gpt-5-3-codex	dehumanization_distance	Dehumanization / distance reduction	1	10	12	30	13	40
gpt-5-3-codex	basic_needs_material_floor	Basic needs / material floor	2	10	4	30	6	40
gpt-5-4	better_disagreement	Better disagreement / less polarization	17	20	44	60	61	80
gpt-5-4	truth_seeking	Better truth-seeking / changing minds	3	20	28	60	31	80
gpt-5-4	empathy_compassion	Greater empathy / compassion	17	20	40	60	57	80
gpt-5-4	reduce_war_violence	Reduce war / violence / armed conflict	12	20	36	60	48	80
gpt-5-4	poverty_material_need	Reduce poverty / material deprivation	7	20	19	60	26	80
gpt-5-4	reduce_suffering	Reduce suffering / pain	0	20	4	60	4	80
gpt-5-4	education_critical_thinking	Education / critical thinking	9	20	3	60	12	80
gpt-5-4	institutions_governance	Better institutions / governance	10	20	35	60	45	80
gpt-5-4	climate_environment	Climate / environment	2	20	4	60	6	80
gpt-5-4	technology_ai_safety	Technology / AI safety	0	20	2	60	2	80
gpt-5-4	health_disease	Health / disease	8	20	4	60	12	80
gpt-5-4	inequality_justice	Inequality / justice / rights	11	20	13	60	24	80
gpt-5-4	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	20	11	60	11	80
gpt-5-4	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	20	9	60	9	80
gpt-5-4	felt_interconnection	Felt interconnection / less separateness	0	20	2	60	2	80
gpt-5-4	dehumanization_distance	Dehumanization / distance reduction	10	20	46	60	56	80
gpt-5-4	basic_needs_material_floor	Basic needs / material floor	8	20	2	60	10	80
gpt-5-4-mini	better_disagreement	Better disagreement / less polarization	2	10	7	30	9	40
